,Unnamed: 0,datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
587,587,2014,Beijing,34.0,21.0,28.2,32.5,21.0,27.6,14.4,47.9,0.0,0,0.0,,,,,18.0,13.9,1004.1,70.7,20.4,248.9,21.5,8,,2014-08-11T05:21:52,2014-08-11T19:16:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1245,1245,2016,Beijing,34.0,17.5,26.0,33.7,17.5,26.0,13.1,46.0,0.0,0,0.0,,,,28.8,14.4,140.8,1002.9,28.2,9.6,297.8,25.7,9,,2016-05-30T04:48:57,2016-05-30T19:35:27,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1637,1637,2017,Beijing,34.0,20.0,27.5,33.8,20.0,27.6,17.1,57.1,0.0,0,0.0,,,,,14.4,27.9,1005.6,51.6,11.7,315.1,27.3,9,,2017-06-26T04:47:29,2017-06-26T19:46:59,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1640,1640,2017,Beijing,34.0,23.8,29.3,35.8,23.8,31.2,20.5,60.4,0.0,0,0.0,,,,39.6,18.0,176.4,1005.4,37.8,8.2,218.9,18.9,8,,2017-06-29T04:48:39,2017-06-29T19:46:59,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3457,3457,2022,Beijing,34.0,22.4,28.6,40.6,22.4,31.4,72.2,70.4,0.0,0,0.0,,0.0,0.0,15.7,6.7,152.0,1000.5,41.3,4.9,322.6,28.0,9,30.0,2022-06-20T04:45:54,2022-06-20T19:46:07,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
2326,2326,2019,Beijing,34.0,15.0,25.1,32.5,15.0,24.7,13.4,54.5,0.0,0,0.0,,0.0,0.0,,25.2,161.6,1003.9,46.6,8.0,299.1,25.7,9,,2019-05-16T04:59:15,2019-05-16T19:22:56,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1278,1278,2016,Beijing,34.0,20.4,27.3,34.1,20.4,27.4,17.3,58.4,0.0,0,0.0,,,,,21.6,168.2,1004.4,12.5,8.9,339.6,29.3,10,,2016-07-02T04:50:11,2016-07-02T19:46:41,0.92,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
603,603,2014,Beijing,34.0,17.0,26.1,33.0,17.0,25.8,13.9,50.6,0.0,0,0.0,,,,,18.0,175.4,1012.9,35.0,10.0,277.8,23.9,9,,2014-08-27T05:37:01,2014-08-27T18:54:29,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
3441,3441,2022,Beijing,34.0,21.0,26.6,34.6,21.0,26.9,63.7,59.7,0.012,100,4.17,rain,0.0,0.0,17.9,13.4,27.7,1001.5,66.2,7.3,228.9,19.7,9,10.0,2022-06-04T04:47:08,2022-06-04T19:38:43,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,precipitation,"ZBAA,54511099999"
2386,2386,2019,Beijing,34.0,22.0,28.4,37.3,22.0,30.3,20.7,64.6,0.0,0,0.0,,0.0,0.0,,14.4,138.8,1004.6,45.6,9.1,293.6,25.4,9,,2019-07-15T04:57:59,2019-07-15T19:42:23,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2385,2385,2019,Beijing,34.0,20.0,27.3,35.1,20.0,27.9,18.6,61.9,0.0,0,0.0,,0.0,0.0,57.6,28.8,75.8,1001.9,25.5,11.8,304.0,26.3,9,,2019-07-14T04:57:15,2019-07-14T19:42:55,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
2782,2782,2020,Beijing,34.0,24.0,29.3,40.6,24.0,32.5,23.7,74.4,0.0,0,0.0,,0.0,0.0,25.2,14.4,177.8,1000.1,55.3,9.9,207.7,18.0,8,,2020-08-14T05:25:14,2020-08-14T19:12:21,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1255,1255,2016,Beijing,34.0,19.4,26.5,33.0,19.4,26.2,16.0,58.1,0.0,0,0.0,,,,,32.4,182.6,1005.1,37.9,6.7,303.4,26.2,9,,2016-06-09T04:45:46,2016-06-09T19:41:54,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2073,2073,2018,Beijing,34.0,18.0,26.0,32.3,18.0,25.4,13.1,49.9,0.0,0,0.0,,0.0,0.0,28.8,25.2,221.3,1003.0,38.2,12.0,242.9,21.0,8,,2018-09-05T05:45:29,2018-09-05T18:40:23,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
611,611,2014,Beijing,34.0,15.0,24.4,33.3,15.0,24.2,15.3,62.4,0.0,0,0.0,,,,,18.0,198.7,1005.0,2.5,14.5,281.5,24.2,9,,2014-09-04T05:44:32,2014-09-04T18:42:01,0.33,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3426,3426,2022,Beijing,34.0,17.0,25.3,32.1,17.0,24.9,56.2,52.0,0.0,0,0.0,,0.0,0.0,21.0,11.2,195.7,1008.3,18.9,6.0,335.4,29.0,10,10.0,2022-05-20T04:55:38,2022-05-20T19:26:53,0.64,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2057,2057,2018,Beijing,34.0,22.0,27.6,37.3,22.0,29.4,21.6,72.3,0.1,100,4.17,rain,0.0,0.0,,18.0,224.8,1002.1,46.7,9.6,287.1,24.6,9,,2018-08-20T05:30:25,2018-08-20T19:04:45,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
2792,2792,2020,Beijing,34.0,19.8,25.4,35.1,19.8,26.0,19.2,72.2,44.9,100,12.5,rain,0.0,0.0,32.4,21.6,325.6,999.5,48.2,12.0,237.6,20.7,8,,2020-08-24T05:34:43,2020-08-24T18:58:12,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,precipitation,"ZBAA,54511099999"
912,912,2015,Beijing,34.0,16.0,26.1,32.1,16.0,25.3,10.7,42.4,0.0,0,0.0,,,,46.8,21.6,347.1,1002.0,7.4,12.3,354.6,30.7,10,,2015-07-02T04:49:47,2015-07-02T19:46:46,0.5,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1604,1604,2017,Beijing,34.0,13.3,25.5,31.5,13.3,24.4,6.5,38.5,0.0,0,0.0,,,,43.2,32.4,255.4,1008.4,8.1,11.9,352.3,30.4,10,,2017-05-24T04:52:31,2017-05-24T19:30:29,0.94,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1631,1631,2017,Beijing,34.0,20.0,27.7,33.0,20.0,27.4,14.0,45.5,0.0,0,0.0,,,,,14.4,151.6,1002.3,28.4,12.2,325.4,28.0,9,,2017-06-20T04:45:53,2017-06-20T19:46:06,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3085,3085,2021,Beijing,34.0,24.0,27.3,37.3,24.0,28.4,70.3,70.9,0.004,100,4.17,rain,0.0,0.0,17.9,8.9,120.6,1003.8,38.6,4.0,172.2,14.7,7,,2021-06-13T04:45:25,2021-06-13T19:43:48,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
3815,3815,2023,Beijing,34.0,17.0,26.3,32.5,17.0,25.7,52.9,43.5,0.0,0,0.0,,0.0,0.0,20.1,8.9,91.2,1004.2,24.1,8.1,287.0,24.8,9,10.0,2023-06-13T04:45:28,2023-06-13T19:43:36,0.82,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
2012,2012,2018,Beijing,34.0,21.6,28.3,37.3,21.6,29.7,20.4,65.1,0.0,0,0.0,,0.0,0.0,,18.0,112.8,1006.0,34.3,10.1,307.3,26.5,9,,2018-07-06T04:52:06,2018-07-06T19:45:57,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
3099,3099,2021,Beijing,34.0,20.0,27.2,34.7,20.0,28.2,67.6,67.0,0.0,0,0.0,,0.0,0.0,13.4,8.9,98.2,1003.6,10.2,5.1,305.6,26.5,9,,2021-06-27T04:47:54,2021-06-27T19:47:04,0.58,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3822,3822,2023,Beijing,34.0,20.0,26.4,34.1,20.0,26.4,62.0,60.4,0.0,0,0.0,,0.0,0.0,20.4,11.2,34.1,1001.9,22.9,5.8,311.3,27.1,9,30.0,2023-06-20T04:45:52,2023-06-20T19:46:05,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
507,507,2014,Beijing,34.0,22.0,28.1,32.7,22.0,27.6,13.0,41.3,0.0,0,0.0,,,,,25.2,186.9,1009.6,64.3,8.6,246.4,21.3,9,,2014-05-23T04:53:24,2014-05-23T19:29:24,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2351,2351,2019,Beijing,34.0,18.0,25.7,32.1,18.0,25.1,13.4,51.7,0.0,0,0.0,,0.0,0.0,,21.6,101.6,1005.8,9.2,10.9,332.9,28.6,9,,2019-06-10T04:45:44,2019-06-10T19:42:04,0.25,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3843,3843,2023,Beijing,34.0,24.4,29.8,37.3,24.4,31.7,69.3,59.3,0.0,0,0.0,rain,0.0,0.0,22.4,11.2,122.6,1001.9,61.8,7.2,278.5,24.1,9,30.0,2023-07-11T04:55:12,2023-07-11T19:44:22,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
882,882,2015,Beijing,34.0,22.0,27.9,31.5,22.0,26.7,4.4,29.8,0.0,0,0.0,,,,,27.1,25.0,1007.8,47.2,10.3,322.2,27.7,9,,2015-06-02T04:47:57,2015-06-02T19:37:05,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3847,3847,2023,Beijing,34.0,27.8,30.2,33.3,27.7,29.8,57.8,38.3,0.0,0,0.0,,0.0,0.0,29.1,20.1,324.3,1000.5,51.3,8.1,218.0,18.7,8,10.0,2023-07-15T04:58:03,2023-07-15T19:42:25,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2369,2369,2019,Beijing,34.0,23.4,28.1,34.6,23.4,28.5,18.4,58.0,0.6,100,4.17,rain,0.0,0.0,39.6,21.6,264.4,997.1,50.9,10.8,232.8,20.0,8,,2019-06-28T04:48:04,2019-06-28T19:47:03,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
3077,3077,2021,Beijing,34.0,13.0,26.1,31.6,13.0,24.8,41.0,32.6,0.0,0,0.0,,0.0,0.0,31.3,13.4,281.8,998.0,10.8,7.6,356.4,30.7,10,,2021-06-05T04:46:44,2021-06-05T19:39:30,0.82,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3855,3855,2023,Beijing,34.0,21.0,27.7,37.3,21.0,29.4,70.1,71.0,0.0,0,0.0,,0.0,0.0,16.3,11.2,166.2,1003.6,14.7,6.5,318.6,27.6,9,30.0,2023-07-23T05:04:28,2023-07-23T19:37:01,0.18,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1995,1995,2018,Beijing,34.0,22.0,27.2,33.5,22.0,27.4,18.3,61.7,0.0,0,0.0,,0.0,0.0,,18.0,114.5,1002.4,24.3,8.3,319.5,27.7,9,,2018-06-19T04:45:42,2018-06-19T19:45:48,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3063,3063,2021,Beijing,34.0,16.0,25.3,34.6,16.0,25.8,61.6,60.5,0.157,100,4.17,rain,0.0,0.0,35.8,17.9,200.0,1003.7,32.0,6.1,282.3,24.4,9,,2021-05-22T04:53:55,2021-05-22T19:28:51,0.35,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,precipitation,"ZBAA,54511099999"
1969,1969,2018,Beijing,34.0,13.0,24.6,32.0,13.0,24.1,11.3,49.5,0.0,0,0.0,,0.0,0.0,,21.6,183.9,1000.9,34.8,10.5,339.8,29.2,10,,2018-05-24T04:52:41,2018-05-24T19:30:17,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
880,880,2015,Beijing,34.0,18.2,26.8,33.3,18.2,26.5,14.1,48.4,0.0,0,0.0,,,,,21.6,192.5,1000.8,28.4,9.7,328.7,28.5,9,,2015-05-31T04:48:50,2015-05-31T19:35:39,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
874,874,2015,Beijing,34.0,20.0,27.4,33.0,20.0,26.9,13.5,44.6,0.0,0,0.0,,,,39.6,25.2,189.5,1005.5,24.4,7.8,294.7,25.5,9,,2015-05-25T04:52:13,2015-05-25T19:30:54,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3059,3059,2021,Beijing,34.0,11.0,22.9,31.5,11.0,22.3,46.1,43.6,0.0,0,0.0,,0.0,0.0,33.6,20.1,200.8,1004.8,14.8,6.9,321.0,27.8,9,,2021-05-18T04:57:04,2021-05-18T19:25:17,0.22,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1693,1693,2017,Beijing,34.0,24.0,28.4,40.6,24.0,31.4,23.4,75.8,0.0,0,0.0,,,,,14.4,193.7,1005.0,21.1,5.2,229.3,19.9,7,,2017-08-21T05:31:35,2017-08-21T19:02:58,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3106,3106,2021,Beijing,34.0,22.0,27.1,33.3,22.0,27.3,65.7,64.5,0.0,0,0.0,,0.0,0.0,20.1,13.4,257.5,1003.6,11.2,6.8,334.8,28.9,9,,2021-07-04T04:51:09,2021-07-04T19:46:24,0.81,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
515,515,2014,Beijing,34.0,21.0,27.1,34.1,21.0,27.1,15.2,50.2,0.0,0,0.0,,,,75.6,50.4,156.1,1007.0,35.3,7.3,198.5,17.3,7,,2014-05-31T04:48:43,2014-05-31T19:35:49,0.08,Partially cloudy,Partly cloudy throughout the day.,overcast,"ZBAA,54511099999"
520,520,2014,Beijing,34.0,20.5,28.0,33.0,20.5,27.7,15.1,48.3,0.0,0,0.0,,,,,14.4,195.8,1004.2,21.2,10.5,275.2,23.7,9,,2014-06-05T04:46:48,2014-06-05T19:39:15,0.24,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1677,1677,2017,Beijing,34.0,23.0,27.9,39.4,23.0,30.2,22.2,72.8,5.0,100,4.17,rain,,,43.2,25.2,100.1,1001.5,34.7,10.1,241.0,20.9,8,,2017-08-05T05:16:28,2017-08-05T19:23:49,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,precipitation,"ZBAA,54511099999"
570,570,2014,Beijing,34.0,20.0,27.3,34.6,20.0,27.5,17.4,58.8,0.0,0,0.0,,,,,18.0,119.8,1005.6,11.3,10.0,310.9,26.6,9,,2014-07-25T05:06:17,2014-07-25T19:35:09,0.94,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1611,1611,2017,Beijing,34.0,16.0,25.2,33.3,16.0,25.0,14.8,58.0,0.0,0,0.0,,,,43.2,25.2,189.4,999.3,22.5,8.2,337.0,29.0,10,,2017-05-31T04:48:35,2017-05-31T19:36:01,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3787,3787,2023,Beijing,34.0,23.0,27.8,35.1,23.0,28.6,66.0,60.3,0.0,0,0.0,rain,0.0,0.0,20.1,13.4,127.3,996.7,35.4,5.9,284.4,24.7,9,10.0,2023-05-16T04:59:15,2023-05-16T19:23:01,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2034,2034,2018,Beijing,34.0,25.0,29.7,39.4,25.0,33.3,23.5,71.6,0.0,0,0.0,,0.0,0.0,,10.8,131.9,1007.1,22.1,8.3,290.0,25.1,9,,2018-07-28T05:08:57,2018-07-28T19:32:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
130,130,2013,Beijing,34.0,10.1,23.5,31.6,10.1,22.7,-1.1,29.9,0.0,0,0.0,,,,46.8,28.8,324.7,995.1,2.1,24.4,345.5,29.8,10,,2013-05-11T05:03:38,2013-05-11T19:18:36,0.04,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
563,563,2014,Beijing,34.0,24.3,29.1,39.4,24.3,32.0,22.5,68.7,0.0,0,0.0,,,,,14.4,149.4,1006.8,9.0,4.8,284.5,24.3,8,,2014-07-18T05:00:27,2014-07-18T19:40:26,0.7,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2032,2032,2018,Beijing,34.0,23.0,29.1,37.3,23.0,31.0,21.1,64.3,0.0,0,0.0,,0.0,0.0,,10.8,29.2,1005.2,12.0,12.3,320.9,27.8,9,,2018-07-26T05:07:11,2018-07-26T19:34:16,0.44,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3134,3134,2021,Beijing,34.0,23.1,28.5,34.6,23.1,28.8,63.8,54.4,0.0,0,0.0,,0.0,0.0,23.3,15.7,319.9,999.3,5.0,8.1,314.9,27.1,9,,2021-08-01T05:12:51,2021-08-01T19:28:14,0.76,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3133,3133,2021,Beijing,34.0,21.0,27.9,42.4,21.0,31.9,74.4,79.0,0.0,0,0.0,,0.0,0.0,22.4,6.7,122.3,994.9,15.6,7.1,280.2,24.2,8,,2021-07-31T05:11:56,2021-07-31T19:29:16,0.75,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
557,557,2014,Beijing,34.0,25.0,29.4,32.3,25.0,28.6,11.8,35.0,0.0,0,0.0,,,,,18.0,52.8,1002.1,52.2,27.5,292.2,25.3,8,,2014-07-12T04:55:57,2014-07-12T19:43:46,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
896,896,2015,Beijing,34.0,21.6,27.0,33.3,21.6,26.9,16.6,56.1,0.0,0,0.0,,,,39.6,28.8,186.0,1003.4,48.4,8.2,215.1,18.5,7,,2015-06-16T04:45:24,2015-06-16T19:44:45,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
553,553,2014,Beijing,34.0,24.0,28.4,34.6,24.0,28.7,18.5,58.5,0.0,0,0.0,,,,,21.6,14.8,1001.9,53.9,11.1,233.9,20.2,9,,2014-07-08T04:53:18,2014-07-08T19:45:21,0.36,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
3805,3805,2023,Beijing,34.0,14.0,25.6,31.8,14.0,24.9,48.4,39.5,0.0,0,0.0,,0.0,0.0,18.3,8.9,255.7,1009.5,47.5,7.7,312.8,26.8,9,10.0,2023-06-03T04:47:35,2023-06-03T19:37:53,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3806,3806,2023,Beijing,34.0,19.0,27.4,31.6,19.0,26.3,46.3,33.0,0.0,0,0.0,rain,0.0,0.0,23.0,15.7,193.1,1008.5,91.6,8.0,319.7,27.7,9,10.0,2023-06-04T04:47:13,2023-06-04T19:38:34,0.5,Overcast,Cloudy skies throughout the day.,overcast,"ZBAA,54511099999"
542,542,2014,Beijing,34.0,22.0,28.6,32.5,22.0,27.8,13.1,42.0,0.0,0,0.0,,,,36.0,21.3,15.8,1006.1,21.1,25.4,353.9,30.7,10,,2014-06-27T04:47:45,2014-06-27T19:47:01,0.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
2021,2021,2018,Beijing,34.0,25.0,29.7,42.0,25.0,34.1,24.4,74.8,0.0,0,0.0,,0.0,0.0,,14.4,132.9,1004.5,37.5,7.2,277.3,24.0,8,,2018-07-15T04:58:10,2018-07-15T19:42:14,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2767,2767,2020,Beijing,34.0,24.0,28.7,39.3,24.0,31.7,23.4,75.2,0.0,0,0.0,,0.0,0.0,25.2,14.4,161.4,1008.3,38.0,7.3,260.3,22.5,8,,2020-07-30T05:11:14,2020-07-30T19:30:01,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1321,1321,2016,Beijing,34.0,21.0,28.1,34.6,21.0,29.1,18.9,60.0,0.1,100,4.17,rain,,,,18.0,18.7,1005.8,52.1,12.2,240.2,20.8,9,,2016-08-14T05:25:11,2016-08-14T19:12:21,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
1972,1972,2018,Beijing,34.0,16.0,26.4,31.5,16.0,25.3,5.5,32.7,0.0,0,0.0,,0.0,0.0,,25.2,197.7,1006.0,18.7,10.6,348.8,30.1,10,,2018-05-27T04:50:48,2018-05-27T19:32:46,0.41,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3488,3488,2022,Beijing,34.0,22.0,28.1,36.1,22.0,29.4,68.9,65.7,0.0,0,0.0,,0.0,0.0,17.9,8.9,135.5,1006.1,4.7,6.7,320.0,27.8,9,10.0,2022-07-21T05:02:59,2022-07-21T19:38:22,0.75,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
200,200,2013,Beijing,34.0,23.0,27.9,32.5,23.0,28.3,18.7,63.2,0.0,0,0.0,,,,,10.8,106.2,1003.6,21.5,6.3,285.1,24.6,9,,2013-07-20T05:02:15,2013-07-20T19:38:53,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3490,3490,2022,Beijing,34.0,22.0,27.5,35.1,22.0,28.2,67.7,66.4,0.122,100,8.33,rain,0.0,0.0,29.1,13.4,271.1,1003.0,20.5,7.8,320.6,27.8,9,30.0,2022-07-23T05:04:39,2022-07-23T19:36:49,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,precipitation,"ZBAA,54511099999"
3491,3491,2022,Beijing,34.0,23.0,28.0,39.3,23.0,30.3,71.7,71.6,0.0,0,0.0,,0.0,0.0,24.6,8.9,147.4,1002.0,15.9,6.0,320.5,27.6,9,30.0,2022-07-24T05:05:31,2022-07-24T19:36:00,0.85,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2719,2719,2020,Beijing,34.0,21.0,27.4,33.3,21.0,27.3,15.5,50.8,0.0,0,0.0,,0.0,0.0,32.4,18.0,165.7,1002.1,77.7,11.2,226.2,19.7,8,,2020-06-12T04:45:27,2020-06-12T19:43:26,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1328,1328,2016,Beijing,34.0,22.0,28.1,39.4,22.0,30.5,21.9,70.8,0.0,0,0.0,,,,,14.4,138.0,1009.0,36.2,9.8,268.4,23.1,9,,2016-08-21T05:31:49,2016-08-21T19:02:37,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
956,956,2015,Beijing,34.0,20.0,27.6,32.7,20.0,27.3,15.7,52.9,0.0,0,0.0,,,,,19.7,10.8,1004.6,0.0,11.4,308.4,26.6,9,,2015-08-15T05:25:25,2015-08-15T19:12:01,0.02,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2758,2758,2020,Beijing,34.0,24.0,29.0,35.3,24.0,30.0,19.0,56.8,0.0,0,0.0,,0.0,0.0,28.8,18.0,170.9,1007.7,64.0,11.1,210.9,18.4,7,,2020-07-21T05:03:21,2020-07-21T19:37:58,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3520,3520,2022,Beijing,34.0,20.0,26.6,32.9,20.0,26.5,64.1,66.3,0.882,100,8.33,rain,0.0,0.0,26.8,17.9,341.5,1003.0,67.0,5.9,237.7,20.7,9,10.0,2022-08-22T05:32:23,2022-08-22T19:01:53,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,precipitation,"ZBAA,54511099999"
210,210,2013,Beijing,34.0,23.1,28.7,39.4,23.1,31.0,22.2,69.9,0.0,0,0.0,,,,,14.4,151.8,997.2,16.4,6.5,300.2,25.9,9,,2013-07-30T05:10:55,2013-07-30T19:30:17,0.75,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2726,2726,2020,Beijing,34.0,19.0,27.0,33.3,19.0,26.6,14.8,50.9,0.1,100,4.17,rain,0.0,0.0,39.6,25.2,207.4,1006.3,31.6,11.4,308.8,26.4,9,,2020-06-19T04:45:48,2020-06-19T19:45:58,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
2756,2756,2020,Beijing,34.0,20.0,25.9,33.0,20.0,26.1,18.6,68.9,0.0,0,0.0,,0.0,0.0,25.2,10.8,9.4,1002.6,30.0,9.2,284.3,24.6,9,,2020-07-19T05:01:43,2020-07-19T19:39:26,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3499,3499,2022,Beijing,34.0,25.0,29.6,43.6,25.0,35.2,78.2,81.0,0.0,0,0.0,,0.0,0.0,11.2,6.7,141.1,1004.8,0.0,5.0,306.7,26.7,9,30.0,2022-08-01T05:12:38,2022-08-01T19:28:30,0.12,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
