,Unnamed: 0,datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2435,2435,2019,Beijing,34.0,17.0,25.5,32.7,17.0,25.2,14.5,55.3,0.0,0,0.0,,0.0,0.0,,16.3,188.8,1015.3,7.5,11.2,263.7,22.8,8,,2019-09-02T05:42:28,2019-09-02T18:45:32,0.09,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2436,2436,2019,Beijing,34.0,17.0,25.4,34.1,17.0,25.5,16.7,61.9,0.0,0,0.0,,0.0,0.0,,14.4,136.8,1013.8,1.7,9.6,255.5,22.1,8,,2019-09-03T05:43:24,2019-09-03T18:43:58,0.13,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2334,2334,2019,Beijing,34.0,18.0,26.4,32.1,18.0,25.8,11.7,44.7,0.0,0,0.0,,0.0,0.0,36.0,21.6,171.5,1003.2,76.1,10.7,174.0,15.2,5,,2019-05-24T04:52:52,2019-05-24T19:30:06,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2753,2753,2020,Beijing,34.0,22.0,28.6,37.3,22.0,30.4,20.6,63.5,0.0,0,0.0,,0.0,0.0,27.1,18.0,180.6,1002.6,27.7,9.9,284.7,24.6,8,,2020-07-16T04:59:20,2020-07-16T19:41:23,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2335,2335,2019,Beijing,34.0,19.0,27.2,34.6,19.0,27.5,15.6,50.9,0.0,0,0.0,,0.0,0.0,,14.4,134.2,1002.5,32.6,10.2,304.7,26.0,9,,2019-05-25T04:52:12,2019-05-25T19:30:56,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2439,2439,2019,Beijing,34.0,17.0,25.4,33.7,17.0,25.4,16.3,61.3,0.0,0,0.0,,0.0,0.0,,10.8,148.4,1007.2,17.4,9.2,237.6,20.6,8,,2019-09-06T05:46:13,2019-09-06T18:39:10,0.25,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1300,1300,2016,Beijing,34.0,24.0,28.4,43.5,24.0,32.7,24.5,80.1,0.0,0,0.0,,,,,21.6,129.9,1003.9,61.5,8.5,251.3,21.6,8,,2016-07-24T05:05:52,2016-07-24T19:35:34,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2744,2744,2020,Beijing,34.0,20.3,27.3,32.1,20.3,26.7,14.1,51.3,0.1,100,4.17,rain,0.0,0.0,50.4,18.0,24.2,1005.3,3.2,11.7,339.9,29.2,10,,2020-07-07T04:53:02,2020-07-07T19:45:32,0.56,Rain,Clear conditions throughout the day with morning rain.,precipitation,"ZBAA,54511099999"
1302,1302,2016,Beijing,34.0,23.0,28.7,35.9,23.0,30.2,19.7,59.4,0.5,100,4.17,rain,,,,18.0,63.0,1003.5,31.3,11.5,315.1,27.3,9,,2016-07-26T05:07:36,2016-07-26T19:33:49,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
3505,3505,2022,Beijing,34.0,26.8,29.2,45.3,30.8,36.9,80.7,88.8,0.177,100,12.5,rain,0.0,0.0,13.2,6.7,159.7,999.9,46.9,5.1,174.2,15.1,8,60.0,2022-08-07T05:18:12,2022-08-07T19:21:48,0.33,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,precipitation,"ZBAA,54511099999"
934,934,2015,Beijing,34.0,23.0,26.7,35.1,23.0,27.6,21.0,73.4,0.0,0,0.0,,,,32.4,10.8,160.2,1001.4,29.3,8.4,260.7,22.5,8,,2015-07-24T05:05:12,2015-07-24T19:36:11,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2729,2729,2020,Beijing,34.0,24.5,29.0,34.6,24.5,29.4,17.4,51.2,0.0,0,0.0,,0.0,0.0,32.4,25.2,156.7,1003.3,77.3,10.8,225.7,19.2,7,,2020-06-22T04:46:24,2020-06-22T19:46:36,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
935,935,2015,Beijing,34.0,22.0,27.8,37.3,22.0,30.0,21.6,70.9,0.0,0,0.0,,,,,14.4,179.4,1000.5,21.9,8.3,287.8,24.8,9,,2015-07-25T05:06:04,2015-07-25T19:35:21,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1309,1309,2016,Beijing,34.0,24.0,29.2,38.3,24.0,31.5,22.5,69.6,0.0,0,0.0,,,,,14.4,96.3,1009.2,19.6,9.3,299.2,26.1,9,,2016-08-02T05:13:55,2016-08-02T19:26:53,0.97,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1311,1311,2016,Beijing,34.0,26.0,29.7,42.0,26.0,34.4,24.4,74.4,0.0,0,0.0,,,,,14.4,147.6,1009.4,23.7,4.7,241.2,20.8,7,,2016-08-04T05:15:47,2016-08-04T19:24:41,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1317,1317,2016,Beijing,34.0,25.9,29.7,40.6,25.9,34.4,24.6,75.4,0.0,0,0.0,,,,,18.0,179.0,1006.4,36.2,6.3,275.5,23.8,9,,2016-08-10T05:21:24,2016-08-10T19:17:32,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
236,236,2013,Beijing,34.0,19.1,27.2,33.9,19.1,27.0,16.0,54.8,0.0,0,0.0,,,,,21.6,166.2,1006.3,7.9,20.1,279.0,24.0,9,,2013-08-25T05:35:21,2013-08-25T18:57:07,0.63,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2677,2677,2020,Beijing,34.0,16.0,25.8,34.1,16.0,25.9,15.9,57.4,0.0,0,0.0,,0.0,0.0,28.8,18.0,143.3,1002.0,2.0,6.4,288.4,24.9,9,,2020-05-01T05:14:41,2020-05-01T19:09:03,0.25,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
969,969,2015,Beijing,34.0,19.0,25.9,33.3,19.0,25.9,16.8,61.5,0.0,0,0.0,,,,28.8,14.4,55.4,1007.4,32.6,11.3,259.9,22.5,8,,2015-08-28T05:37:43,2015-08-28T18:53:19,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2429,2429,2019,Beijing,34.0,18.0,26.8,32.3,18.0,26.0,12.7,52.0,0.0,0,0.0,,0.0,0.0,43.2,25.2,299.1,1007.1,5.8,9.7,291.3,25.3,9,,2019-08-27T05:36:49,2019-08-27T18:54:49,0.89,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2762,2762,2020,Beijing,34.0,22.0,28.7,35.1,22.0,29.4,18.4,56.2,0.0,0,0.0,,0.0,0.0,25.2,7.4,182.3,1004.3,67.1,11.3,237.7,20.6,8,,2020-07-25T05:06:46,2020-07-25T19:34:43,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3486,3486,2022,Beijing,34.0,21.0,27.7,34.6,21.0,28.6,67.5,64.8,0.0,0,0.0,,0.0,0.0,16.1,9.0,124.2,1001.6,99.9,6.8,230.2,19.7,9,10.0,2022-07-19T05:01:21,2022-07-19T19:39:47,0.68,Overcast,Cloudy skies throughout the day.,overcast,"ZBAA,54511099999"
918,918,2015,Beijing,34.0,22.0,27.7,36.5,22.0,28.4,18.8,60.9,0.0,0,0.0,,,,,14.4,142.5,1010.0,19.7,5.8,299.7,25.9,9,,2015-07-08T04:53:08,2015-07-08T19:45:25,0.72,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2717,2717,2020,Beijing,33.8,20.8,26.4,33.2,20.8,26.3,16.9,59.8,7.0,100,4.17,rain,0.0,0.0,25.2,16.3,171.6,1006.0,24.5,8.2,296.4,25.5,9,,2020-06-10T04:45:38,2020-06-10T19:42:28,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,precipitation,"ZBAA,54511099999"
3827,3827,2023,Beijing,33.7,24.0,29.1,35.3,24.0,30.1,65.5,54.4,0.0,0,0.0,,0.0,0.0,26.8,13.4,121.6,1008.1,66.7,6.4,278.0,24.1,8,10.0,2023-06-25T04:47:03,2023-06-25T19:46:57,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
937,937,2015,Beijing,33.6,23.8,28.4,40.6,23.8,31.6,23.2,74.1,0.0,0,0.0,,,,,14.4,151.6,1004.0,34.8,8.3,225.0,19.6,7,,2015-07-27T05:07:48,2015-07-27T19:33:36,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1657,1657,2017,Beijing,33.5,25.0,28.8,40.6,25.0,32.6,24.4,78.6,0.0,0,0.0,,,,,14.4,137.0,1008.1,30.4,5.6,234.8,20.3,7,,2017-07-16T04:59:06,2017-07-16T19:41:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3786,3786,2023,Beijing,33.5,16.2,24.4,34.0,16.2,24.5,60.5,61.8,0.0,0,0.0,,0.0,0.0,30.6,7.7,140.1,998.5,4.5,5.0,334.4,29.1,10,10.0,2023-05-15T05:00:10,2023-05-15T19:22:05,0.84,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1655,1655,2017,Beijing,33.4,23.0,28.3,40.7,23.0,31.7,23.2,74.6,0.0,0,0.0,,,,43.2,25.2,52.6,1001.6,70.7,10.8,187.8,16.3,6,,2017-07-14T04:57:35,2017-07-14T19:42:38,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3858,3858,2023,Beijing,33.3,24.0,27.7,40.6,24.0,30.5,76.3,84.3,1.142,100,8.33,rain,0.0,0.0,33.6,17.9,146.7,1009.1,36.2,4.8,312.8,27.1,9,60.0,2023-07-26T05:07:03,2023-07-26T19:34:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
2384,2384,2019,Beijing,33.3,23.0,28.7,36.1,23.0,30.3,20.4,62.4,0.0,0,0.0,,0.0,0.0,,14.4,114.7,1000.1,29.4,7.8,288.6,24.8,8,,2019-07-13T04:56:32,2019-07-13T19:43:25,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2359,2359,2019,Beijing,33.3,18.0,25.6,33.9,18.0,26.0,18.4,68.3,0.0,0,0.0,,0.0,0.0,,10.8,79.0,1004.3,26.2,7.5,304.8,26.2,9,,2019-06-18T04:45:33,2019-06-18T19:45:27,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3810,3810,2023,Beijing,33.2,17.0,26.9,30.8,17.0,25.8,33.2,20.2,0.0,0,0.0,,0.0,0.0,26.8,15.7,296.8,1001.7,39.2,7.6,347.0,30.0,10,10.0,2023-06-08T04:46:07,2023-06-08T19:41:02,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2002,2002,2018,Beijing,33.2,21.0,27.2,37.0,21.0,28.5,21.2,71.4,0.0,0,0.0,,0.0,0.0,82.8,25.2,172.5,1000.3,28.9,5.5,251.4,21.7,8,,2018-06-26T04:47:24,2018-06-26T19:46:59,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1299,1299,2016,Beijing,33.2,23.0,28.5,43.0,23.0,33.1,25.3,83.5,0.0,0,0.0,,,,,25.2,109.0,1001.0,30.5,4.7,265.2,22.8,8,,2016-07-23T05:05:00,2016-07-23T19:36:23,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3428,3428,2022,Beijing,33.2,17.0,26.7,32.6,17.0,26.6,59.3,52.0,0.0,0,0.0,,0.0,0.0,20.1,8.9,127.1,1003.7,44.8,6.6,330.5,28.6,9,10.0,2022-05-22T04:54:07,2022-05-22T19:28:39,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
2029,2029,2018,Beijing,33.1,26.0,29.6,39.3,26.0,33.9,23.9,72.5,0.3,100,4.17,rain,0.0,0.0,,10.8,95.0,1005.6,34.0,8.6,284.5,24.6,8,,2018-07-23T05:04:35,2018-07-23T19:36:47,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,precipitation,"ZBAA,54511099999"
1639,1639,2017,Beijing,33.1,23.0,28.0,36.4,23.0,29.7,20.6,65.0,0.0,0,0.0,,,,,11.0,102.5,1005.7,49.3,6.6,212.8,18.6,6,,2017-06-28T04:48:14,2017-06-28T19:47:01,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3856,3856,2023,Beijing,33.1,21.6,28.7,40.6,21.6,32.7,74.3,74.1,0.394,100,4.17,rain,0.0,0.0,55.6,32.2,128.5,1004.2,27.7,5.5,301.3,26.0,9,60.0,2023-07-24T05:05:19,2023-07-24T19:36:13,0.21,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,precipitation,"ZBAA,54511099999"
168,168,2013,Beijing,33.1,22.0,27.9,32.0,22.0,27.6,16.2,52.6,0.0,0,0.0,,,,32.4,21.6,187.4,997.3,52.3,13.2,322.9,28.0,9,,2013-06-18T04:45:35,2013-06-18T19:45:34,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
215,215,2013,Beijing,33.1,21.0,27.3,39.9,21.0,29.0,21.4,71.7,0.0,0,0.0,,,,57.6,37.9,144.0,999.7,38.3,7.5,223.5,19.3,7,,2013-08-04T05:15:31,2013-08-04T19:24:59,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1329,1329,2016,Beijing,33.0,24.0,28.5,35.3,24.0,29.5,20.4,64.3,0.0,0,0.0,,,,,14.6,167.2,1011.1,65.5,9.4,184.7,16.1,6,,2016-08-22T05:32:46,2016-08-22T19:01:10,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1319,1319,2016,Beijing,33.0,25.0,28.3,43.0,25.0,33.4,25.1,83.0,50.0,100,8.33,rain,,,,25.2,35.0,1005.1,48.6,7.1,202.5,17.6,7,,2016-08-12T05:23:18,2016-08-12T19:14:59,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
3859,3859,2023,Beijing,33.0,22.9,27.2,40.9,22.9,30.4,75.7,85.4,0.039,100,12.5,rain,0.0,0.0,38.0,22.4,110.1,1008.5,68.7,5.3,300.5,26.0,9,30.0,2023-07-27T05:07:56,2023-07-27T19:33:37,0.31,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,precipitation,"ZBAA,54511099999"
2704,2704,2020,Beijing,33.0,14.7,23.7,31.2,14.7,23.2,11.5,50.6,0.0,0,0.0,,0.0,0.0,39.6,18.0,143.7,1005.4,18.7,10.8,333.8,28.9,10,,2020-05-28T04:49:58,2020-05-28T19:33:59,0.19,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1982,1982,2018,Beijing,33.0,21.0,28.6,31.7,21.0,27.9,10.3,33.2,0.0,0,0.0,,0.0,0.0,,21.6,82.4,1002.6,74.0,10.4,224.4,19.3,8,,2018-06-06T04:46:30,2018-06-06T19:39:54,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3135,3135,2021,Beijing,33.0,22.0,27.6,33.4,22.0,28.1,64.3,57.7,0.0,0,0.0,,0.0,0.0,22.4,11.2,27.3,1004.0,2.9,8.2,317.8,27.3,9,,2021-08-02T05:13:46,2021-08-02T19:27:10,0.79,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
873,873,2015,Beijing,33.0,18.0,25.9,31.5,18.0,25.5,13.0,48.3,0.0,0,0.0,,,,32.4,21.6,188.0,1006.4,21.6,6.5,311.1,26.8,9,,2015-05-24T04:52:53,2015-05-24T19:30:04,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3126,3126,2021,Beijing,33.0,24.0,28.4,38.1,24.0,31.5,74.5,76.7,0.0,0,0.0,,0.0,0.0,15.7,11.2,172.6,1006.4,3.0,5.5,288.2,25.0,8,,2021-07-24T05:05:42,2021-07-24T19:35:47,0.5,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1326,1326,2016,Beijing,33.0,23.0,27.6,35.3,23.0,28.8,20.8,68.3,0.1,100,4.17,rain,,,,21.6,30.5,1005.2,32.1,12.1,267.3,23.2,8,,2016-08-19T05:29:56,2016-08-19T19:05:29,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
2456,2456,2019,Beijing,33.0,16.0,24.1,30.8,16.0,23.5,11.2,52.4,0.0,0,0.0,,0.0,0.0,,18.0,296.9,1018.6,3.3,10.8,221.0,19.2,8,,2019-09-23T06:02:11,2019-09-23T18:11:16,0.81,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3058,3058,2021,Beijing,33.0,9.0,22.4,30.6,9.0,21.7,39.7,39.4,0.0,0,0.0,,0.0,0.0,20.1,13.4,219.8,1008.0,35.1,7.5,287.3,24.9,8,,2021-05-17T04:57:55,2021-05-17T19:24:22,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1312,1312,2016,Beijing,33.0,25.0,28.8,37.1,25.0,32.3,23.7,74.9,0.0,0,0.0,,,,,14.4,136.7,1009.2,43.5,7.3,152.1,13.2,6,,2016-08-05T05:16:42,2016-08-05T19:23:33,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
962,962,2015,Beijing,33.0,18.0,26.4,32.6,18.0,26.2,15.1,52.7,0.0,0,0.0,,,,,14.4,352.1,1005.3,4.0,12.7,293.8,25.5,9,,2015-08-21T05:31:06,2015-08-21T19:03:42,0.22,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2734,2734,2020,Beijing,33.0,22.0,27.3,34.0,22.0,28.0,19.2,64.2,0.0,0,0.0,,0.0,0.0,21.6,14.4,144.9,1004.3,1.2,7.6,308.8,26.6,9,,2020-06-27T04:47:58,2020-06-27T19:47:04,0.21,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
541,541,2014,Beijing,33.0,22.7,26.9,35.3,22.7,27.8,20.4,69.7,0.0,0,0.0,,,,,14.4,152.3,1002.8,17.6,5.1,291.1,25.1,9,,2014-06-26T04:47:24,2014-06-26T19:46:58,0.96,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
2031,2031,2018,Beijing,33.0,24.0,28.7,38.1,24.0,31.0,22.6,71.9,46.6,100,8.33,rain,0.0,0.0,,14.4,4.7,1001.3,44.9,12.6,242.6,21.1,7,,2018-07-25T05:06:18,2018-07-25T19:35:08,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
549,549,2014,Beijing,33.0,24.0,27.5,38.1,24.0,29.4,22.6,76.2,0.0,0,0.0,,,,,18.0,115.5,1004.3,9.2,2.8,157.3,13.6,5,,2014-07-04T04:50:57,2014-07-04T19:46:25,0.23,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3127,3127,2021,Beijing,33.0,26.0,29.4,40.7,26.0,34.2,76.4,76.5,0.0,0,0.0,,0.0,0.0,17.9,11.2,164.0,1003.0,17.0,5.4,275.1,23.6,9,,2021-07-25T05:06:34,2021-07-25T19:34:56,0.53,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
945,945,2015,Beijing,33.0,17.0,25.9,34.6,17.0,26.6,17.8,63.4,0.0,0,0.0,,,,36.0,18.0,147.5,1001.0,39.4,11.6,320.6,27.7,9,,2015-08-04T05:15:04,2015-08-04T19:25:31,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,remote,54511099999"
1959,1959,2018,Beijing,33.0,19.8,26.1,34.6,19.8,26.6,16.8,57.5,0.0,0,0.0,,0.0,0.0,,18.0,151.0,999.6,37.9,6.4,278.6,24.1,8,,2018-05-14T05:00:53,2018-05-14T19:21:16,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1313,1313,2016,Beijing,33.0,25.8,29.0,40.6,25.8,33.5,24.8,78.8,0.0,0,0.0,,,,36.0,18.0,157.2,1005.6,29.3,5.3,192.0,16.6,6,,2016-08-06T05:17:39,2016-08-06T19:22:23,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2025,2025,2018,Beijing,33.0,24.8,27.4,43.8,24.8,31.4,25.3,88.6,33.1,100,12.5,rain,0.0,0.0,43.2,25.2,114.4,1004.5,69.1,5.6,175.5,15.2,6,,2018-07-19T05:01:17,2018-07-19T19:39:45,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
881,881,2015,Beijing,33.0,23.1,28.2,34.6,23.1,29.1,18.6,56.6,0.0,0,0.0,,,,,18.0,128.7,1000.2,35.9,7.1,280.8,24.2,9,,2015-06-01T04:48:23,2015-06-01T19:36:23,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
958,958,2015,Beijing,33.0,23.0,28.1,35.3,23.0,29.1,19.5,61.4,0.0,0,0.0,,,,,18.0,168.1,1005.7,40.1,7.5,197.5,17.0,7,,2015-08-17T05:27:18,2015-08-17T19:09:19,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
196,196,2013,Beijing,33.0,22.1,27.6,32.3,22.1,27.3,17.2,58.4,0.2,100,8.33,rain,,,,21.6,359.8,999.4,11.1,16.9,342.6,29.6,10,,2013-07-16T04:59:04,2013-07-16T19:41:31,0.25,Rain,Clear conditions throughout the day with rain clearing later.,precipitation,"ZBAA,54511099999"
3089,3089,2021,Beijing,33.0,20.0,26.7,30.8,20.0,25.8,53.4,48.9,0.079,100,4.17,rain,0.0,0.0,33.6,20.1,286.7,1002.9,26.9,6.3,352.5,30.3,10,,2021-06-17T04:45:32,2021-06-17T19:45:19,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
3078,3078,2021,Beijing,33.0,17.0,26.1,31.2,17.0,25.4,48.6,36.4,0.0,0,0.0,,0.0,0.0,24.6,8.9,78.0,1001.5,73.0,8.0,212.2,18.3,8,,2021-06-06T04:46:27,2021-06-06T19:40:07,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
883,883,2015,Beijing,33.0,16.0,25.6,30.6,16.0,24.7,6.0,36.5,0.0,0,0.0,,,,43.2,25.2,200.3,1012.5,71.4,10.5,220.4,19.0,8,,2015-06-03T04:47:34,2015-06-03T19:37:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
3835,3835,2023,Beijing,33.0,24.9,28.6,37.1,24.9,31.0,71.2,67.0,0.0,0,0.0,,0.0,0.0,17.9,6.7,118.4,1002.7,71.4,5.5,212.1,18.4,8,10.0,2023-07-03T04:50:23,2023-07-03T19:46:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2676,2676,2020,Beijing,33.0,12.0,23.3,32.0,12.0,23.1,12.5,53.8,0.0,0,0.0,,0.0,0.0,28.8,18.0,158.6,1004.6,3.9,7.0,300.0,25.7,9,,2020-04-30T05:15:56,2020-04-30T19:08:03,0.25,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3094,3094,2021,Beijing,33.0,20.0,27.3,32.3,20.0,26.9,56.5,44.7,0.0,0,0.0,,0.0,0.0,17.9,13.4,169.2,1008.5,10.0,8.1,331.5,28.7,9,,2021-06-22T04:46:21,2021-06-22T19:46:35,0.41,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
3828,3828,2023,Beijing,33.0,22.8,26.0,34.6,22.8,26.4,66.5,67.9,0.0,0,0.0,rain,0.0,0.0,22.4,13.4,167.5,1003.5,69.8,6.4,296.1,25.6,9,10.0,2023-06-26T04:47:23,2023-06-26T19:47:02,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
2720,2720,2020,Beijing,33.0,23.0,28.2,32.0,23.0,28.0,15.2,48.9,0.0,0,0.0,,0.0,0.0,39.6,21.6,22.0,1001.4,29.3,9.6,233.8,20.2,8,,2020-06-13T04:45:24,2020-06-13T19:43:53,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1975,1975,2018,Beijing,33.0,14.0,25.1,30.6,14.0,24.1,4.7,31.9,0.0,0,0.0,,0.0,0.0,,18.0,54.0,1011.0,0.0,11.9,351.0,30.4,10,,2018-05-30T04:49:11,2018-05-30T19:35:06,0.52,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1590,1590,2017,Beijing,33.0,13.0,23.3,30.6,13.0,22.7,8.0,44.7,0.0,0,0.0,,,,43.2,25.2,278.8,1005.7,28.7,10.9,327.9,28.4,10,,2017-05-10T05:04:38,2017-05-10T19:17:39,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1695,1695,2017,Beijing,33.0,24.0,27.6,35.3,24.0,28.7,22.3,75.9,36.1,100,16.67,rain,,,54.0,28.8,296.4,1005.5,49.2,9.2,241.9,20.8,9,,2017-08-23T05:33:29,2017-08-23T19:00:03,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,precipitation,"ZBAA,54511099999"
3857,3857,2023,Beijing,33.0,21.5,27.7,36.1,21.5,29.6,70.6,71.3,0.157,100,4.17,rain,0.0,0.0,38.0,17.9,155.9,1007.3,18.7,7.2,320.9,27.7,9,10.0,2023-07-25T05:06:11,2023-07-25T19:35:23,0.25,Rain,Clear conditions throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
